Year,LocationAbbr,LocationDesc,DataSource,Topic,Subtopic,ShortQuestionText,Greater_Risk_Question,Description,Data_Value_Symbol,Data_Value_Type,Greater_Risk_Data_Value,Greater_Risk_Data_Value_Footnote_Symbol,Greater_Risk_Data_Value_Footnote,Greater_Risk_Low_Confidence_Limit,Greater_Risk_High_Confidence_Limit,Lesser_Risk_Question,Lesser_Risk_Data_Value,Lesser_Risk_Data_Value_Footnote_Symbol,Lesser_Risk_Data_Value_Footnote,Lesser_Risk_High_Confidence_Limit,Lesser_Risk_Low_Confidence_Limit,Sample_Size,Sex,Age,GeoLocation,TopicID,SubtopicID,QuestionCode,LocationId,StratID1,StratID2,StratID3,StratificationType
2009,AI,Anguilla,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,53.3555,,,49.0321,57.6291,N/A,46.6445,,,50.9679,42.3709,82,Female,13,,C05,C44,QNFF2G,NULL,S7,A2,AI,Americas
2009,GT,Guatemala,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,22.6792,,,19.9238,25.6933,N/A,77.3208,,,80.0762,74.3067,5511,Total,Total,,C05,C44,QNFF2G,NULL,S1,A1,GT,Americas
2011,YSF,Malaysia - F,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,45.9523,,,42.139,49.8135,Did not eat food from a fast food restaurant,54.0477,,,57.861,50.1865,531,Male,13-15,,C05,C44,G10,NULL,S8,A7,YSF,Western Pacific
2014,MVB,Maldives (Atolls),GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,26.435,,,21.6824,31.8062,Did not eat food from a fast food restaurant,73.565,,,78.3176,68.1938,913,Total,13-15,,C05,C44,G10,NULL,S1,A7,MVB,South-East Asia
2012,AGT,Argentina Santa Cruz,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,4.9168,,,2.9868,7.9912,N/A,95.0832,,,97.0132,92.0088,123,Male,14,,C05,C44,QNFF3G,NULL,S8,A3,AGT,Americas
2012,AGX,Argentina Tucuman,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,5.3693,,,3.0388,9.3152,N/A,94.6307,,,96.9612,90.6848,193,Male,14,,C05,C44,QNFF3G,NULL,S8,A3,AGX,Americas
2015,PIC,Philippines (Mindanao),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,13.463,,,8.9582,19.7418,N/A,86.537,,,91.0418,80.2582,2627,Total,Total,,C05,C44,QNFF2G,NULL,S1,A1,PIC,Western Pacific
2009,DO,Dominica,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,19.9702,,,14.7809,26.4166,N/A,80.0298,,,85.2191,73.5834,182,Female,14,,C05,C44,QNFF3G,NULL,S7,A3,DO,Americas
2010,AE,United Arab Emirates,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,20.2134,,,15.6633,25.6829,N/A,79.7866,,,84.3367,74.3171,524,Female,14,,C05,C44,QNFF3G,NULL,S7,A3,AE,Eastern Mediterranean
2011,SI,Solomon Islands,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,29.7327,,,23.3971,36.9563,N/A,70.2673,,,76.6029,63.0437,381,Total,15,,C05,C44,QNFF3G,NULL,S1,A4,SI,Western Pacific
2012,UYB,Uruguay (Montevideo),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,15.745,,,11.7081,20.8452,N/A,84.255,,,88.2919,79.1548,289,Female,15,,C05,C44,QNFF2G,NULL,S7,A4,UYB,Americas
2009,CR,Costa Rica,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,14.6095,,,10.5287,19.9197,N/A,85.3905,,,89.4713,80.0803,352,Male,14,,C05,C44,QNFF3G,NULL,S8,A3,CR,Americas
2010,PE,Peru,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,25.1431,,,21.041,29.7438,N/A,74.8569,,,78.959,70.2562,495,Female,15,,C05,C44,QNFF2G,NULL,S7,A4,PE,Americas
2011,YSE,Malaysia - E,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,4.2416,,,2.509,7.0835,N/A,95.7584,,,97.491,92.9165,1059,Total,13-15,,C05,C44,QNFF3G,NULL,S1,A7,YSE,Western Pacific
2010,MR,Morocco,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,11.1482,,,7.6015,16.0622,N/A,88.8518,,,92.3985,83.9378,347,Female,13,,C05,C44,QNFF3G,NULL,S7,A2,MR,Eastern Mediterranean
2011,TT,Trinidad and Tobago,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,30.0768,,,26.1807,34.2834,N/A,69.9232,,,73.8193,65.7166,986,Male,13-15,,C05,C44,QNFF2G,NULL,S8,A7,TT,Americas
2011,YSE,Malaysia - E,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,5.1502,,,2.9531,8.8332,N/A,94.8498,,,97.0469,91.1668,706,Male,Total,,C05,C44,QNFF3G,NULL,S8,A1,YSE,Western Pacific
2011,YSB,Malaysia - B,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,41.1251,,,33.0361,49.7241,Did not eat food from a fast food restaurant,58.8749,,,66.9639,50.2759,384,Total,13,,C05,C44,G10,NULL,S1,A2,YSB,Western Pacific
2010,OM,Oman,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,35.33,,,27.6589,43.8394,N/A,64.67,,,72.3411,56.1606,559,Female,13-15,,C05,C44,QNFF2G,NULL,S7,A7,OM,Eastern Mediterranean
2009,MV,Maldives,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,42.2172,,,38.4434,46.0842,Did not eat food from a fast food restaurant,57.7828,,,61.5566,53.9158,1433,Male,Total,,C05,C44,G10,NULL,S8,A1,MV,South-East Asia
2009,GTB,Guatemala (Capital City Private),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,23.1856,,,10.1857,44.5476,N/A,76.8144,,,89.8143,55.4524,149,Female,13,,C05,C44,QNFF2G,NULL,S7,A2,GTB,Americas
2015,THA,Thailand (Public),GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,87.4203,,,79.6924,92.4847,Did not eat food from a fast food restaurant,12.5797,,,20.3076,7.5153,123,Male,16,,C05,C44,G10,NULL,S8,A5,THA,South-East Asia
2011,YSA,Malaysia - A,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,5.7348,,,2.7788,11.4647,N/A,94.2652,,,97.2212,88.5353,212,Male,13,,C05,C44,QNFF3G,NULL,S8,A2,YSA,Western Pacific
2013,KHB,Cambodia Rural,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,18.4221,,,10.7707,29.6999,Did not eat food from a fast food restaurant,81.5779,,,89.2293,70.3001,166,Male,14,,C05,C44,G10,NULL,S8,A3,KHB,Western Pacific
2015,THB,Thailand (Private),GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,82.4482,,,77.6471,86.3987,Did not eat food from a fast food restaurant,17.5518,,,22.3529,13.6013,224,Male,15,,C05,C44,G10,NULL,S8,A4,THB,South-East Asia
2011,YS,Malaysia,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,48.597,,,44.9501,52.259,Did not eat food from a fast food restaurant,51.403,,,55.0499,47.741,2741,Male,14,,C05,C44,G10,NULL,S8,A3,YS,Western Pacific
2011,CS,Cook Islands,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,27.4241,,,20.5645,35.548,N/A,72.5759,,,79.4355,64.452,124,Female,13,,C05,C44,QNFF2G,NULL,S7,A2,CS,Western Pacific
2010,MR,Morocco,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,44.3761,,,39.7566,49.095,Did not eat food from a fast food restaurant,55.6239,,,60.2434,50.905,764,Total,14,,C05,C44,G10,NULL,S1,A3,MR,Eastern Mediterranean
2012,AGF,Argentina Cordoba,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,4.4839,,,2.1011,9.3122,N/A,95.5161,,,97.8989,90.6878,214,Female,15,,C05,C44,QNFF3G,NULL,S7,A4,AGF,Americas
2011,LB,Lebanon,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,36.1403,,,32.8562,39.5592,N/A,63.8597,,,67.1438,60.4408,1705,Total,13-15,,C05,C44,QNFF2G,NULL,S1,A7,LB,Eastern Mediterranean
2015,GTA,Guatemala (Rest of Country),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,13.0403,,,10.5251,16.0487,N/A,86.9597,,,89.4749,83.9513,373,Male,13-15,,C05,C44,QNFF3G,NULL,S8,A7,GTA,Americas
2015,GTA,Guatemala (Rest of Country),GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,53.8334,,,40.4408,66.6946,Did not eat food from a fast food restaurant,46.1666,,,59.5592,33.3054,154,Female,14,,C05,C44,G10,NULL,S7,A3,GTA,Americas
2012,IQ,Iraq,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,43.1371,,,34.5042,52.2082,N/A,56.8629,,,65.4958,47.7918,282,Male,15,,C05,C44,QNFF2G,NULL,S8,A4,IQ,Eastern Mediterranean
2011,YS,Malaysia,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,48.8379,,,46.8811,50.7983,Did not eat food from a fast food restaurant,51.1621,,,53.1189,49.2017,7834,Female,13-15,,C05,C44,G10,NULL,S7,A7,YS,Western Pacific
2014,MVB,Maldives (Atolls),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,14.2472,,,10.511,19.0289,N/A,85.7528,,,89.489,80.9711,545,Female,13-15,,C05,C44,QNFF2G,NULL,S7,A7,MVB,South-East Asia
2011,WS,Samoa,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,79.0709,,,74.6725,82.8805,Did not eat food from a fast food restaurant,20.9291,,,25.3275,17.1195,561,Female,14,,C05,C44,G10,NULL,S7,A3,WS,Western Pacific
2015,KW,Kuwait,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,39.0982,,,32.5713,46.0399,N/A,60.9018,,,67.4287,53.9601,433,Female,14,,C05,C44,QNFF2G,NULL,S7,A3,KW,Eastern Mediterranean
2011,QA,Qatar,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,41.634,,,35.2633,48.2969,N/A,58.366,,,64.7367,51.7031,236,Male,13,,C05,C44,QNFF3G,NULL,S8,A2,QA,Eastern Mediterranean
2012,GHD,Ghana Senior High,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,70.6442,,,57.5767,81.0139,Did not eat food from a fast food restaurant,29.3558,,,42.4233,18.9861,101,Female,15,,C05,C44,G10,NULL,S7,A4,GHD,African
2011,YSN,Malaysia - N,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,20.8976,,,14.2189,29.6299,N/A,79.1024,,,85.7811,70.3701,193,Male,15,,C05,C44,QNFF2G,NULL,S8,A4,YSN,Western Pacific
2012,AGG,Argentina Corrientes,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,6.8582,,,3.0013,14.9096,N/A,93.1418,,,96.9987,85.0904,236,Total,14,,C05,C44,QNFF3G,NULL,S1,A3,AGG,Americas
2011,PIC,Philippines (Mindanao),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,13.1657,,,8.3711,20.104,N/A,86.8343,,,91.6289,79.896,1845,Total,Total,,C05,C44,QNFF2G,NULL,S1,A1,PIC,Western Pacific
2010,AE,United Arab Emirates,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,21.8437,,,18.0432,26.1888,N/A,78.1563,,,81.9568,73.8112,1074,Male,Total,,C05,C44,QNFF3G,NULL,S8,A1,AE,Eastern Mediterranean
2013,BS,Bahamas,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,47.1472,,,43.3215,51.0066,N/A,52.8528,,,56.6785,48.9934,1057,Total,13-15,,C05,C44,QNFF2G,NULL,S1,A7,BS,Americas
2012,AGX,Argentina Tucuman,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,6.1818,,,3.8306,9.8287,N/A,93.8182,,,96.1694,90.1713,310,Total,13,,C05,C44,QNFF3G,NULL,S1,A2,AGX,Americas
2010,MGA,Mongolia Rural,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,26.2935,,,20.7574,32.6968,Did not eat food from a fast food restaurant,73.7065,,,79.2426,67.3032,637,Total,15,,C05,C44,G10,NULL,S1,A4,MGA,Western Pacific
2014,YE,Yemen,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,16.5739,,,9.1319,28.1986,N/A,83.4261,,,90.8681,71.8014,322,Total,17,,C05,C44,QNFF3G,NULL,S1,A6,YE,Eastern Mediterranean
2015,CS,Cook Islands,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,33.433,,,27.0991,40.4264,N/A,66.567,,,72.9009,59.5736,175,Male,13-15,,C05,C44,QNFF2G,NULL,S8,A7,CS,Western Pacific
2010,MJ,Mauritania,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,62.2584,,,56.4749,67.7127,Did not eat food from a fast food restaurant,37.7416,,,43.5251,32.2873,2033,Total,Total,,C05,C44,G10,NULL,S1,A1,MJ,African
2012,AGN,Argentina Misiones,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,18.763,,,12.687,26.8539,N/A,81.237,,,87.313,73.1461,378,Total,14,,C05,C44,QNFF2G,NULL,S1,A3,AGN,Americas
2015,THB,Thailand (Private),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,54.2588,,,47.0438,61.2994,N/A,45.7412,,,52.9562,38.7006,442,Total,16,,C05,C44,QNFF3G,NULL,S1,A5,THB,South-East Asia
2015,TH,Thailand,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,83.2192,,,80.7816,85.4035,Did not eat food from a fast food restaurant,16.7808,,,19.2184,14.5965,2826,Female,13-17,,C05,C44,G10,NULL,S7,A8,TH,South-East Asia
2015,LS,Republic of Laos,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,41.9729,,,33.7822,50.6311,Did not eat food from a fast food restaurant,58.0271,,,66.2178,49.3689,420,Male,16,,C05,C44,G10,NULL,S8,A5,LS,Western Pacific
2010,UWA,UNRWA Gaza,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,11.6798,,,9.2297,14.6752,N/A,88.3202,,,90.7703,85.3248,1061,Female,Total,,C05,C44,QNFF3G,NULL,S7,A1,UWA,Eastern Mediterranean
2009,CR,Costa Rica,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,21.5018,,,15.3729,29.2301,N/A,78.4982,,,84.6271,70.7699,361,Male,13,,C05,C44,QNFF2G,NULL,S8,A2,CR,Americas
2011,LB,Lebanon,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,35.5499,,,30.4864,40.9589,N/A,64.4501,,,69.5136,59.0411,616,Total,13,,C05,C44,QNFF2G,NULL,S1,A2,LB,Eastern Mediterranean
2010,UWC,UNRWA Jordan,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,40.8976,,,36.7689,45.1588,N/A,59.1024,,,63.2311,54.8412,672,Male,13-15,,C05,C44,QNFF2G,NULL,S8,A7,UWC,Eastern Mediterranean
2011,DZ,Algeria,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,15.3849,,,11.3098,20.5874,N/A,84.6151,,,88.6902,79.4126,464,Female,13,,C05,C44,QNFF3G,NULL,S7,A2,DZ,African
2012,AGX,Argentina Tucuman,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,5.6446,,,3.5934,8.7604,N/A,94.3554,,,96.4066,91.2396,423,Total,15,,C05,C44,QNFF3G,NULL,S1,A4,AGX,Americas
2015,SH,Seychelles,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,70.4134,,,66.4055,74.1294,Did not eat food from a fast food restaurant,29.5866,,,33.5945,25.8706,807,Female,13-15,,C05,C44,G10,NULL,S7,A7,SH,African
2009,VG,British Virgin Islands,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,16.0301,,,13.1973,19.3357,N/A,83.9699,,,86.8027,80.6643,277,Total,13,,C05,C44,QNFF3G,NULL,S1,A2,VG,Americas
2015,IOA,Indonesia (Java),GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,55.0807,,,45.7314,64.0843,Did not eat food from a fast food restaurant,44.9193,,,54.2686,35.9157,279,Male,15,,C05,C44,G10,NULL,S8,A4,IOA,South-East Asia
2012,AGO,Argentina Neuquen,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,8.9233,,,5.1806,14.9437,N/A,91.0767,,,94.8194,85.0563,253,Male,13-15,,C05,C44,QNFF3G,NULL,S8,A7,AGO,Americas
2009,GT,Guatemala,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,11.9003,,,9.6698,14.5624,N/A,88.0997,,,90.3302,85.4376,1437,Total,15,,C05,C44,QNFF3G,NULL,S1,A4,GT,Americas
2012,AGO,Argentina Neuquen,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,7.414,,,4.6355,11.6544,N/A,92.586,,,95.3645,88.3456,120,Total,13,,C05,C44,QNFF2G,NULL,S1,A2,AGO,Americas
